rec;send;queue;id_1;id_2;packet_id
1587281777361;1587281777162;15;0;2;214
1587281777476;1587281777163;3;0;10;50
1587281777555;1587281777163;17;0;9;52
1587281778177;1587281778098;16;0;5;62
1587281778238;1587281777162;17;0;3;67
1587281778314;1587281778097;15;0;2;215
1587281778452;1587281778096;3;0;10;51
1587281778515;1587281778096;17;0;9;53
1587281778979;1587281778912;16;0;5;63
1587281779065;1587281778097;17;0;3;68
1587281779167;1587281778912;15;0;2;216
1587281779309;1587281778913;3;0;10;52
1587281779392;1587281778913;17;0;9;54
1587281780017;1587281779936;16;0;5;64
1587281780093;1587281778913;17;0;3;69
1587281780162;1587281779936;15;0;2;217
1587281780294;1587281779935;3;0;10;53
1587281780352;1587281779935;17;0;9;55
1587281780964;1587281780875;16;0;5;65
1587281781028;1587281779935;17;0;3;70
1587281781114;1587281780876;15;0;2;218
1587281781248;1587281780876;3;0;10;54
1587281781319;1587281780876;17;0;9;56
1587281781908;1587281781815;16;0;5;66
1587281781996;1587281780876;17;0;3;71
1587281782060;1587281781815;15;0;2;219
1587281782198;1587281781815;3;0;10;55
1587281782269;1587281781814;16;0;9;57
1587281782850;1587281782740;16;0;5;67
1587281782911;1587281781815;17;0;3;72
1587281782998;1587281782741;15;0;2;220
1587281783143;1587281782739;3;0;10;56
1587281783225;1587281782741;16;0;9;58
1587281783846;1587281783702;16;0;5;68
1587281783906;1587281782741;17;0;3;73
1587281783972;1587281783702;15;0;2;221
1587281784110;1587281783703;3;0;10;57
1587281784183;1587281783701;16;0;9;59
1587281784765;1587281784626;16;0;5;69
1587281784832;1587281783702;17;0;3;74
1587281784916;1587281784626;15;0;2;222
1587281785037;1587281784625;3;0;10;58
1587281785107;1587281784627;16;0;9;60
1587281785656;1587281785520;16;0;5;70
1587281785725;1587281784627;17;0;3;75
1587281785818;1587281785519;15;0;2;223
1587281785950;1587281785521;3;0;10;59
1587281786017;1587281785519;16;0;9;61
1587281786569;1587281786458;16;0;5;71
1587281786636;1587281785519;17;0;3;76
1587281786737;1587281786459;15;0;2;224
1587281786846;1587281786457;3;0;10;60
1587281786924;1587281786459;16;0;9;62
1587281787448;1587281787286;16;0;5;72
1587281787517;1587281786459;17;0;3;77
1587281787594;1587281787285;15;0;2;225
1587281787743;1587281787287;3;0;10;61
1587281787833;1587281787285;16;0;9;63
1587281788421;1587281788266;16;0;5;73
1587281788491;1587281787285;17;0;3;78
1587281788560;1587281788267;15;0;2;226
1587281788694;1587281788265;3;0;10;62
1587281788773;1587281788268;16;0;9;64
1587281789370;1587281789176;16;0;5;74
1587281789446;1587281788268;17;0;3;79
1587281789548;1587281789175;15;0;2;227
1587281789664;1587281789177;3;0;10;63
1587281789717;1587281789175;16;0;9;65
1587281790213;1587281790064;16;0;5;75
1587281790291;1587281789175;17;0;3;80
1587281790379;1587281790065;15;0;2;228
1587281790527;1587281790065;3;0;10;64
1587281790588;1587281790065;16;0;9;66
1587281791151;1587281790968;16;0;5;76
1587281791211;1587281790065;17;0;3;81
1587281791307;1587281790065;15;0;2;228
1587281791447;1587281790968;3;0;10;65
1587281791512;1587281790968;16;0;9;67
1587281792112;1587281791884;16;0;5;77
1587281792175;1587281790966;17;0;3;82
1587281792244;1587281791885;14;0;2;230
1587281792371;1587281791883;3;0;10;66
1587281792464;1587281791883;16;0;9;68
1587281793086;1587281792813;16;0;5;78
1587281793160;1587281792813;15;0;2;231
1587281793231;1587281791885;17;0;3;83
1587281793364;1587281792814;3;0;10;67
1587281793440;1587281792814;16;0;9;69
1587281794023;1587281793764;16;0;5;79
1587281794104;1587281793763;15;0;2;232
1587281794186;1587281793764;16;0;3;85
1587281794305;1587281793764;3;0;10;68
1587281794379;1587281793763;16;0;9;70
1587281794982;1587281794717;16;0;5;80
1587281795058;1587281794719;14;0;2;233
1587281795147;1587281722677;19;0;3;7
1587281795275;1587281794718;3;0;10;69
1587281795354;1587281794719;16;0;9;71
1587281795924;1587281795690;16;0;5;81
1587281796013;1587281795689;15;0;2;234
1587281796113;1587281795690;16;0;3;87
1587281796239;1587281795690;3;0;10;70
1587281796299;1587281795689;16;0;9;72
1587281796753;1587281796585;16;0;5;82
1587281796815;1587281796586;15;0;2;235
1587281796878;1587281796585;16;0;3;88
1587281796963;1587281796586;3;0;10;71
1587281797021;1587281796585;16;0;9;73
1587281797511;1587281797224;16;0;5;83
1587281797590;1587281797224;15;0;2;236
1587281797686;1587281797224;16;0;3;89
1587281797809;1587281797225;3;0;10;72
1587281797881;1587281797224;15;0;9;74
1587281798448;1587281798173;16;0;5;84
1587281798515;1587281798174;15;0;2;237
1587281798612;1587281798173;16;0;3;90
1587281798750;1587281798173;3;0;10;73
1587281798811;1587281798174;16;0;9;75
1587281799368;1587281799074;16;0;5;85
1587281799442;1587281799076;15;0;2;238
1587281799538;1587281799076;16;0;3;91
1587281799656;1587281799075;3;0;10;74
1587281799743;1587281799075;16;0;9;76
1587281800308;1587281799972;16;0;5;86
1587281800373;1587281799971;15;0;2;239
1587281800472;1587281799971;16;0;3;92
1587281800605;1587281799971;3;0;10;75
1587281800697;1587281799973;15;0;9;77
1587281801369;1587281800934;15;0;2;240
1587281801452;1587281800934;16;0;3;93
1587281801590;1587281800934;3;0;10;76
1587281801661;1587281800932;16;0;9;78
1587281802187;1587281801908;16;0;5;88
1587281802245;1587281801907;16;0;3;94
1587281802321;1587281801907;13;0;2;241
1587281802440;1587281801907;2;0;10;77
1587281802516;1587281801909;15;0;9;79
1587281803133;1587281802759;16;0;5;89
1587281803209;1587281801907;16;0;3;94
1587281803276;1587281802759;14;0;2;242
1587281803417;1587281745724;4;0;10;16
1587281803487;1587281802758;15;0;9;80
1587281804145;1587281803743;16;0;5;90
1587281804216;1587281803743;14;0;2;243
1587281804296;1587281766948;16;0;2;203
1587281804444;1587281803743;4;0;10;78
1587281804514;1587281803745;15;0;9;81
1587281805149;1587281804766;16;0;5;91
1587281805208;1587281804767;15;0;2;244
1587281805300;1587281804767;15;0;3;97
1587281805450;1587281804767;4;0;10;79
1587281805513;1587281804765;15;0;9;82
1587281806076;1587281805741;15;0;5;92
1587281806149;1587281805741;16;0;2;245
1587281806247;1587281805741;15;0;3;98
1587281806367;1587281805741;4;0;10;80
1587281806430;1587281805742;16;0;9;83
1587281806981;1587281806605;16;0;5;93
1587281807053;1587281806606;16;0;2;246
1587281807136;1587281806606;15;0;3;99
1587281807265;1587281806606;4;0;10;81
1587281807356;1587281806605;15;0;9;84
1587281807948;1587281807548;16;0;5;94
1587281808019;1587281807548;15;0;3;100
1587281808093;1587281807548;15;0;2;247
1587281808240;1587281807548;4;0;10;82
1587281808320;1587281807549;15;0;9;85
1587281808918;1587281808528;15;0;5;95
1587281808990;1587281808528;16;0;2;248
1587281809061;1587281808528;15;0;3;101
1587281809203;1587281808528;4;0;10;83
1587281809282;1587281808527;16;0;9;86
1587281809901;1587281809493;16;0;5;96
1587281809980;1587281809493;16;0;2;249
1587281810071;1587281809493;15;0;3;102
1587281810209;1587281809493;4;0;10;84
1587281810289;1587281809494;16;0;9;87
1587281810916;1587281810484;15;0;5;97
1587281810994;1587281810484;16;0;2;250
1587281811089;1587281810485;15;0;3;103
1587281811205;1587281810485;4;0;10;85
1587281811256;1587281810483;15;0;9;88
1587281811876;1587281811432;15;0;5;98
1587281811946;1587281811432;16;0;2;251
1587281812044;1587281811431;15;0;3;104
1587281812162;1587281811432;4;0;10;86
1587281812234;1587281811434;16;0;9;89
1587281812781;1587281812388;16;0;5;99
1587281812864;1587281812388;16;0;2;252
1587281812961;1587281812389;15;0;3;105
1587281813094;1587281812388;4;0;10;87
1587281813155;1587281812387;16;0;9;90
1587281813669;1587281813300;15;0;5;100
1587281813732;1587281813300;16;0;2;253
1587281813810;1587281813300;15;0;3;106
1587281813910;1587281813300;4;0;10;88
1587281813975;1587281813302;16;0;9;91
1587281814493;1587281814062;16;0;5;101
1587281814579;1587281814062;16;0;2;254
1587281814685;1587281814062;14;0;3;107
1587281814797;1587281814062;4;0;10;89
1587281814861;1587281814061;15;0;9;92
1587281815441;1587281815018;16;0;5;102
1587281815515;1587281815018;16;0;2;255
1587281815604;1587281815019;14;0;3;108
1587281815751;1587281815018;4;0;10;90
1587281815808;1587281815020;15;0;9;93
1587281816395;1587281815958;16;0;5;103
1587281816461;1587281815958;15;0;3;109
1587281816542;1587281815958;15;0;2;256
1587281816639;1587281815958;4;0;10;91
1587281816696;1587281815955;16;0;9;94
1587281817264;1587281816782;16;0;5;104
1587281817344;1587281816782;15;0;3;110
1587281817448;1587281816782;14;0;2;257
1587281817577;1587281816782;4;0;10;92
1587281817649;1587281816783;16;0;9;95
1587281818114;1587281817796;16;0;5;105
1587281818164;1587281817796;15;0;3;111
1587281818218;1587281817796;15;0;2;258
1587281818314;1587281817797;4;0;10;93
1587281818387;1587281817794;16;0;9;96
1587281819000;1587281818500;16;0;5;106
1587281819053;1587281818499;16;0;2;259
1587281819148;1587281818500;14;0;3;112
1587281819287;1587281818499;4;0;10;94
1587281819369;1587281818501;16;0;9;97
1587281819938;1587281819468;16;0;5;107
1587281820017;1587281819468;15;0;3;113
1587281820095;1587281819468;15;0;2;260
1587281820237;1587281819468;4;0;10;95
1587281820310;1587281819466;16;0;9;98
1587281820893;1587281820388;16;0;5;108
